Question,Tag
Is there any way of writing a decorator such that the following would work assert z not in globals my_decorator def func x y print z EDIT moved from anwser In answer to hop s why syntax sugar DRY It s not about caching it s about calculating z and z1 z2 z3 based upon the values of x amp y I have lots of functions which do related things and I don t want to do have to write z1 z2 z3 calculate_from x y at the beginning of every single function I ll get it wrong somewhere If this were c I d do this with cpp if this were lisp I d do this with macros but I wanted to see if decorators could do the same thing If it helps I d almost certainly call the decorator precalculate_z and it certainly wouldn t be part of any public API I could probably get a similar effect from using the class infrastructure as well but I wanted to see if it was doable with raw functions,python
How can I modify the password expiration to never on Windows XP for a local user with Python I have the PyWIN and WMI modules on board but have no solution I managed to query the current settings via WMI based on Win32_UserAccount class but how can modify it,python
I am looking for a SDK API to retrieve the device s local phone number from the SIM card Is there a way to do it,ios
If you invoke the cpython interpreter with the i option it will enter the interactive mode upon completing any commands or scripts it has been given to run Is there a way within a program to get the interpreter to do this even when it has not been given i The obvious use case is in debugging by interactively inspecting the state when an exceptional condition has occurred,python
Say i have a lt table with a css class defined lt table class x and i want to change the color property of just the first level of lt td is this possible using css without setting classes on the relevant lt td I e lt table class x gt lt tr gt lt td gt xxxx lt table gt lt tr gt lt td gt yyy lt td gt lt tr gt lt table gt lt td gt lt tr gt lt table gt I only want the xxxx to change color so x td color red will currently apply to xxxx and yyyy when i only want xxxx targeted but would rather not give the xxxx td a class name,html
Is there a simple way to sort rows in a JTable with Java 1 5 setAutoCreateRowSorter and TableRowSorter appear to be Java 1 6 features,java
Is it possible to prevent a user from typing in a file input text box in IE The reason I ask is that if a user enters text that does not look like a file system path eg doesn t start with something like c then when the user clicks the submit button nothing will happen I would either like to not allow the user to type in the box or have the form submit as normal I have found that the same question was asked here with no answer http www webmasterworld com html 3290988 htm And this person came up with a hack which I can use if there is no other suitable answer http www shauninman com archive 2007 09 10 styling_file_inputs_with_css_and_the_dom EDIT To clarify if the user types not a file path in the text box next to the Browse button and clicks submit in IE nothing will happen The form will not submit IE does not allow a form to be submitted when a lt input type file gt box does not have a real file path,html
I am new to C coming from Delphi and find my main cs file becoming quite large In Delphi I can create classes in a pas file and use it from my main application file I simply add the uses filename keyword My question is how do I do something similar in C Example Delphi Button1 Visible False I can refer to the buttons properties in another unit by adding a reference to the main unit frmMain Button Visible True In C I would like to move this code to another cs file and call it from my main form It does not work private void manageMainMenuButtons if rtbSharedSARP Text utmToolBar Tools First SharedProps Enabled false utmToolBar Tools Previous SharedProps Enabled false utmToolBar Tools Next SharedProps Enabled false utmToolBar Tools Last SharedProps Enabled false else utmToolBar Tools First SharedProps Enabled true utmToolBar Tools Previous SharedProps Enabled true utmToolBar Tools Next SharedProps Enabled true utmToolBar Tools Last SharedProps Enabled true Not the best example but I hope someone can help me,csharp
What is the difference between a static member function and an extern C linkage function For instance when using makecontext in C I need to pass a pointer to function Google recommends using extern C linkage for it because makecontext is C But I found out that using static works as well Am I just lucky or class X public static void proxy int i makecontext void void X proxy vs extern C void proxy int i makecontext void void proxy EDIT I am sorry but I m still not convinced Can you show a compiler or architecture where the static member version does not work and it s not a bug in the compiler,cpp
I am using jQuery to retrieve a JSON object from a page method I have a DAL which uses SubSonic and if I return objects created from SubSonic generated classes I will clog up the pipes You know all public properties get serialized I don t want a separate business layer for this application because it s small and focused on read operations and yet another layer seems like an overkill To avoid downloading some SubSonic bloated objects possibly with sensitive information as well and avoid building a separate layer I tried returning a list of objects like this WebMethod public static List lt object gt GetFiles FileCollection collection DB Select From DataAccess File Schema ExecuteAsCollection lt FileCollection gt List lt object gt files new List lt object gt collection Count foreach DataAccess File file in collection files Add new file FileId file ApplicantFirstName file ApplicantLastName file UploadDate return files It works and I get a nice JSON object in return disregard the DateTime value FileId 1 ApplicantFirstName PaweÃ Â Ã Â ApplicantLastName Krakowiak UploadDate Date 1235656448387 Is this a good approach I am concerned about List lt object gt is it worse than returning say a List lt SomeDomainObject Performance Something else This is NET 2 0 I can t use 3 5 features At least anonymous types work,csharp
I m currently loading a view ascx into a div using jQuery load I want to pass some variables to the view when loading it though so i m using load view data This does not seem to cause any problems but i have no idea how to access the Json object i m passing in to the control Here is the jQuery var val Id 1 DynamicForm empty load controller view val,jquery
I am using a javascript called Facelift 1 2 in one of my websites and while the script works in Safari 3 4b and Opera OmniWeb and Firefox it does not in any IE version But even in the working browser i get the following error I cannot decipher Maybe in due timeÃ Â Ã Â Ã Â with more experience in things JavascriptÃ Â Ã Â Ã Â I will be able to but for now I thought I would ask some of you here at SO The following is the error popup i get in IETester testing the page for Interet Explorer 6 7 and 8 The following is from the Firebug console in Firefox 3 0 6 The website is http www 457cc co nz index php In case it helps you see the problem mentioned in action I have also looked up what line 620 corresponds to which is line 76 is this isCraptastic typeof document body style maxHeight undefined which is part of this block of code taken from the flir js either options Object fstyle FLIRStyle Object or fstyle FLIRStyle Object init function options fstyle or options for flir style if this isFStyle options fstyle FLIRStyle Object this defaultStyle options else options Object fstyle FLIRStyle Object if typeof options undefined this loadOptions options if typeof fstyle undefined this defaultStyle new FLIRStyle else if this isFStyle fstyle this defaultStyle fstyle else this defaultStyle new FLIRStyle fstyle this calcDPI if this options findEmbededFonts this discoverEmbededFonts this isIE navigator userAgent toLowerCase indexOf msie gt 1 amp amp navigator userAgent toLowerCase indexOf opera lt 0 this isCraptastic typeof document body style maxHeight undefined if this isIE this flirIERepObj this flirIEHovEls this flirIEHovStyles The whole script is also available on my server http www 457cc co nz facelift 1 2 flir js I just don t know where to start looking for the error especially since it only affects IE but works in the rest Maybe you guys have an idea I would love to hear them Thanks for reading Jannis PS This is what Opera s error console reports JavaScript http www 457cc co nz index php Inline script thread Error name TypeError message Statement on line 620 Cannot convert undefined or null to Object Backtrace Line 620 of linked script http www 457cc co nz facelift 1 2 flir js document body appendChild test Line 70 of linked script http www 457cc co nz facelift 1 2 flir js this calcDPI Line 2 of inline 1 script in http www 457cc co nz index php FLIR init stacktrace n a see opera config UserPrefs Exceptions Have Stacktrace,javascript
I have a Java app that makes use of some native code and it s faulting I want to find out where it s faulting but I m not sure how to read the hs_err_pid dump file Native frames J compiled Java code j interpreted Vv VM code C native code V libjvm so 0x256cbc V libjvm so 0x25df69 V libjvm so 0x25dbac V libjvm so 0x25e8c8 V libjvm so 0x25e49f V libjvm so 0x16fa3e j br com cip spb single SPBRequestApplicationController processJob Lcom planet core360 docgen ProcessingEnvironment Lcom planet core360 dsmv2 processing ApplicationDataJob V 158 j com planet core360 cgen CgenProcessor processJob Ljava lang String Lcom planet core360 docgen ProcessingEnvironment Lcom planet core360 dsmv2 processing ApplicationDataJob V 108 j com planet core360 cgen CgenProcessor processJob Ljava lang String Lcom planet core360 docgen ProcessingEnvironment Lcom planet core360 dsmv2 processing ScheduledJob V 7 v StubRoutines call_stub V libjvm so 0x17af0c V libjvm so 0x28b9d8 V libjvm so 0x17ad3f V libjvm so 0x1a58a3 V libjvm so 0x18bc24 C cgen 0xa6d6 C cgen 0xae1e cgen_process_job 0x336 C cgen 0x10442 C cgen 0x7714 C cgen 0x38216 C cgen 0x3a29d C cgen 0x37e3c C cgen 0x7558 C libc so 6 0x166e5 __libc_start_main 0xe5 Basically what are the j frames pointing to Is V 158 referring to the bytecode offset in the class How can I trace back from this to the source lines in play Actually I d love a general guide to grokking these dumps That d be fantastic too,java
I saw some NET 2 0 code which looked like this public enum abc int value1 1 value2 2 value3 4 etc Now I know the flags enum can be used for bit values like above right so you can do or amp etc but what is the reason for not using that What is the point in overriding int If I design an enum for choosing multiple values I would use the flags attribute and not override anything what I don t understand What does the above approach net Thanks,csharp
I have tested this on Firefox Opera and Seamonkey It works fine When it comes to Internet Explorer 7 It works but upto a certain point I am making an AJAX call to a PHP script every few seconds In IE7 it makes the first AJAX call and it retrieves the data but it doesn t do it again ever Even though i have a setTimeout function in the else block WHY startTime setTimeout getStatus 5000 function convertNow function getStatus ajax type GET url fileReader php data textFile fileNameTxt success function respomse textFileResponse respomse split done html Downloading amp Converting Video lt b style font size 17px color green gt textFileResponse 0 lt b gt lt br gt lt b gt properFileName lt b gt ajax if textFileResponse 0 100 0 else continueTime setTimeout getStatus 3000 alert call end Apologies if any frustration comes through this question I ve been running around like a headless chicken for the past 3 hours Thank you for any help EDIT 2 I have added the full function The setTimeout seems to be working correctly It must be the AJAX call am just checking what is being returned Even stranger It keeps returning the same value from the AJAX request and its not getting any newer values I think Answer 2 might have something It may be due with cache but how do you over come that,javascript
I have tested this on Firefox Opera and Seamonkey It works fine When it comes to Internet Explorer 7 It works but upto a certain point I am making an AJAX call to a PHP script every few seconds In IE7 it makes the first AJAX call and it retrieves the data but it doesn t do it again ever Even though i have a setTimeout function in the else block WHY startTime setTimeout getStatus 5000 function convertNow function getStatus ajax type GET url fileReader php data textFile fileNameTxt success function respomse textFileResponse respomse split done html Downloading amp Converting Video lt b style font size 17px color green gt textFileResponse 0 lt b gt lt br gt lt b gt properFileName lt b gt ajax if textFileResponse 0 100 0 else continueTime setTimeout getStatus 3000 alert call end Apologies if any frustration comes through this question I ve been running around like a headless chicken for the past 3 hours Thank you for any help EDIT 2 I have added the full function The setTimeout seems to be working correctly It must be the AJAX call am just checking what is being returned Even stranger It keeps returning the same value from the AJAX request and its not getting any newer values I think Answer 2 might have something It may be due with cache but how do you over come that,javascript
How can I use beautiful soup and selectorgadget to scrape a website For example I have a website a newegg product and I would like my script to return all of the specifications of that product click on SPECIFICATIONS by this I mean Intel Desktop 2 4GHz 1066Mhz 3 years limited After using selectorgadget I get the string desc How do I use this Thanks,python
I have a class that manages user preferences for a large software project Any class in the project that may need to set or retrieve a user preference from a persistent store is to call the static methods on this class This centralized management allows the preferences to be completely wiped programmatically which would be impossible if each pref was handled close to its use code sprinkled throughout the project I ran into another implication of the centralization design in the course of this The software has a public API That API can be provided by itself in a jar Classes in that API might refer to the pref management class So the pref manager has to go in the API jar Each preference might have a default value Upon software startup that default might be computed The algorithm depends on the preference and thus tends to reside near the use code So if the pref manager needs to come up with a default it calls the class in question But now that pref manager has become an octopus class sucking in all sorts of classes into the API jar that shouldn t be there If it doesn t then programs using the API jar quickly run into ClassDef exceptions If it does then the API jar is now bloated as each of those other classes may refer to still others In general do other Java programmers manage their preferences with a centralized class Does it make sense to distribute that static pref management class as part of a public API Should that pref manager be the keeper of the code for determining defaults,java
From MSDN While the SqlDataReader is being used the associated SqlConnection is busy serving the SqlDataReader and no other operations can be performed on the SqlConnection other than closing it This is the case until the Close method of the SqlDataReader is called For example you cannot retrieve output parameters until after you call Close a Why couldnÃ Â Ã Â Ã Â t you use SqlConnection for anything else After all when ExecuteQuery returns SqlDataReader object the data from DB has already been retrieved and populated SqlDatareader object Thus I donÃ Â Ã Â Ã Â t see how or why SqlConnection should still be serving SqlDataReader object b More importantly for what reason would it be bad idea to retrieve output parameters before you call Close on SqlDataReader c When above quote mentions that no other operations can be performed on SqlConnection what operations does it have in mind Just those that would require to connect to remote sql server or we canÃ Â Ã Â Ã Â t use any members of SqlConnection instance Thank you,csharp
I m a total newbie at the net c business and dove in this last week creating a form application to shuffle data around for SSIS configurations The geniuses at MS decided not to apply a key to the table I m working with and generating a composite key of the two candidate fields will not work due to their combined length being too long I don t particularly want to mess with the ssis configurations table schema by adding an autoincrement field So I ve been having alot of trouble getting an update from a DataGridView control to work with a TableAdapter I need the update statement to be update table set a x where b y and c z Can I set the update method of the TableAdapter and if so how If not what to do I see this autogenerated code this _adapter InsertCommand new global System Data SqlClient SqlCommand this _adapter InsertCommand Connection this Connection this _adapter InsertCommand CommandText INSERT INTO dbo SSIS Configurations Staging ConfigurationFilter Configur edValue PackagePath ConfiguredValueType VALUES ConfigurationFilter C onfiguredValue PackagePath ConfiguredValueType But in my form code the UpdateCommand is not available I m assuming this is because the above code is a class definition which I cannot change after creating the object I see this code has a recommendation not to be changed since it is autogenerated by VS Thanks for your most excellent advice,csharp
I need to store a bunch of configuration information in PHP I have considered the following Doesn t seem right mysqlPass password Seems slightly better config array mysql_pass gt password Seems dangerous having this data accessible by anything but it can t be changed via this method define MYSQL_PASSWORD password Don t know if this is such a good idea class Config const static MYSQL_PASSWORD password This is all I have thought of so far I intend to import this configuration information into my application with require config inc php What works for you with regard to storing configuration data and what are best practices concerning this,php
Are these equivalent if null myobject do something and if myobject null do something or will they produce different code,csharp
Can somebody clarify the C is keyword please In particular these 2 questions Q1 line 5 Why does this return true Q2 line 7 Why no cast exception public void Test object intArray new int 100 200 if intArray is uint why does this return true uint uintArray uint intArray why no class cast exception for int x 0 x lt uintArray Length x Console Out WriteLine uintArray x MSDN s description does not clarify the situation It states that is will return true if either of these conditions are met http msdn microsoft com en us library scekt9xw VS 71 aspx MDSN Article expression is not null expression can be cast to type I don t believe that you can do a valid cast of int into uint Because A This code does not compile int signed new int 100 uint unsigned uint signed B Doing the cast in the debugger gives an error uint signed Cannot convert type int to uint Sure enough if line 3 was int instead of object then it would never compile Which brings me to a final question related to Q2 Q3 Why does C raise a cast conversion error in the debugger and compiler but not at runtime,csharp
Java can display png jpg a some other picture formats but i have to display a bmp file in a JLable by getting the file path ImageIcon imageIcon new ImageIcon imageFile getAbsolutePath ImageIcon support the typical png gif jpg images In the project i am working i can not open a bmp file and store the same file as a jpg because i am not allow to store something at runtime I could only generate the image in hold it in memory But i dont know how to do this How can i show BMP in Java 1 4 Thanks,java
I have followed the instructions in this great Stackoverflow question but i am not sure about this verify signature thing Is this provided in some way in the Facebook Toolkit or do i have to do something myself The documentation is not superclear on how to do this and if it is already baked in the facebook toolkit i don t want to spend to much time on it Anyone have done this Should mention i use a standard ASP NET Web Application in C Any help would be appreciated,csharp
Trying to find some examples on the intertubes I am thinking of state or strategy pattern but if anyone has any war stories examples or resources that they could point me to it would be appreciated I don t can t use windows workflow My example is that i have a complex wizard that changes the state of the process based on what user is doing and by who the user is For example Cancelled Requested by user Request by manager Confirmed Refereed Administrator Received Administrator Confirmed Administrator Cancelled Cheers John,csharp
If you have one main thread that starts two other threads what is the cleanest way to make the primary thread wait for the two other threads I could use bgndworker and sleep spinner that checks for both the bgnd workers s IsBusy but I would think there s a better way EDIT Some more requirements The main thread has some other work to do e g GUI The two spawned threads should be able to report exceptions and return result values,csharp
In the code below I want to replace EventLogEntryType Warning with a value selected from a combo box the combobox values are EventLogEntryType Warning EventLogEntryType Information EventLogEntryType Error The combo box would just show Warning Information and Error How can I do this Thanks EventLog myLog new EventLog myLog Source Test int intEventID int Parse txtEventID Text myLog WriteEntry txtDescription Text EventLogEntryType Warning intEventID Newbie,csharp
or are c listviews really such a nightmare to manage Okay the problem I m working on is very simple Or at least it appears to be so I have a text file which contains information about customer orders on separate lines The data items are separated by semi colons My form iterates through these orders puts the item information into hashtables and puts each hashtable into a master hashtable Some summary information about each order product order customer name customer is displayed in my listview separated by sortable columns Below the listview is a tab control with textboxes for the editable parts of the order details spread across three tabs Here is what I would like to happen User clicks on single entry tab control textboxes fill with Order Details User edits details in tab control User clicks on another order confirmation message checks that the change should be committed if Yes then the details should be saved back to the relevant Hashtable and the display in the listview updates User selects multiple listview items the top item should be editable in the tab control User presses Remove Item s button on a tool strip at the top of the form the item s are removed from the hashtable and the listview control is updated to reflect the deletion The textboxes are all set back to blank across the tab control This seems to me like pretty ordinary and reasonable behaviour I guessed that using the SelectedIndexChanged event would offer the opportunities to do the data work But the event fires twice on every selection deselection and it s not always clear which items should be updated in the listview at which point The code for testing what kind of selection deselection has just taken place and decide what action should thus be taken is starting to get quite long and I m just wondering if I m making things too complicated So Is there another event I could use to achieve my functionality goals Or Is there something about the SelectedIndexChanged event that I don t know that would help the program decide what it should be doing at any given point Or Am I just going about this the wrong way Any suggestions even ones about redesigning my form would be most welcome EDIT While trying to attack this problem from a different angle I am changing my master hashtable to a sortedlist The rest of the problem remains the same,csharp
Is there a way to write binary literals in C like prefixing hexadecimal with 0x 0b doesn t work If not what is an easy way to do it Some kind of string conversion,csharp
I have a class lets call it A and within that class definition I have the following static QPainterPath path Which is to say I m declaring a static class wide pointer to a path object all instances of this class will now have the same shared data member I would like to be able to build upon this class subclassing it into more specialised forms layering behaviour and with each class having its own unique path object but not having to repeat the boring bits like calculating bounding boxes or calling the painting routines If I subclass it to create a class F for example I want F to use the inherited drawing routines from A but to use the static class wide path object declared in F I have tried having the declaration above in the private section and repeating it in the derived class F and tried having it in the protected section all with no joy I can sort of see why this is happening void A paint this gt path is referring to A path instead of F path even when the object is of class F Is there an elegant way to get round this and allow each class to maintain a static path object while still using drawing code defined in the base class and having all classes except perhaps the base class be real and instantiatable,cpp
With the new version of CodeIgniter you can only set rules in a static form_validation php file I need to analyze the posted info i e only if they select a checkbox Only then do I want certain fields to be validated What s the best way to do this or must I use the old form validation class that is deprecated now,php
I need my winform program to run as another user it will run under task scheduler and not the logged on user I suspect the trouble is my app is gui based and not command line based does this make a difference so the gui needs to load do its thing and then close Is this possibly under XP or Vista Thanks,csharp
I get this problem in IE7 when running a piece of code that uses jquery and 2 jquery plugins The code works in FF3 and Chrome The full error is Line 33 Char 6 Error bg is null or not an object Code 0 URL http localhost index2 html However line 33 is a blank line I am using 2 plugins draggable and zoom No matter what I do to the code it is always line 33 that is at fault I check the source has update via view source but I feel this could be lying to me lt body gt lt div id zoom class zoom gt lt div gt lt div id draggable class main_internal gt lt img src tiles mapSpain smaller jpg alt gt lt div gt lt script type text javascript gt document ready function draggable drag zoom zoom target_div draggable zoom_images new Array tiles mapSpain smaller jpg tiles mapSpain jpg lt script gt lt body gt Essentially what I am trying to do is recreate the Pragmatic Ajax map demo with jQuery It would appear that the second line of this snippet is causing the trouble bg this css background position if bg indexOf gt 1 It seems to be trying to select the background position property of draggable and not finding it Manually adding a background position 0 0 didn t fix it Any ideas on how to get around this problem I tried using the MS Script Debugger but that is nearly useless Can t inspect variables or anything else,javascript
I get this problem in IE7 when running a piece of code that uses jquery and 2 jquery plugins The code works in FF3 and Chrome The full error is Line 33 Char 6 Error bg is null or not an object Code 0 URL http localhost index2 html However line 33 is a blank line I am using 2 plugins draggable and zoom No matter what I do to the code it is always line 33 that is at fault I check the source has update via view source but I feel this could be lying to me lt body gt lt div id zoom class zoom gt lt div gt lt div id draggable class main_internal gt lt img src tiles mapSpain smaller jpg alt gt lt div gt lt script type text javascript gt document ready function draggable drag zoom zoom target_div draggable zoom_images new Array tiles mapSpain smaller jpg tiles mapSpain jpg lt script gt lt body gt Essentially what I am trying to do is recreate the Pragmatic Ajax map demo with jQuery It would appear that the second line of this snippet is causing the trouble bg this css background position if bg indexOf gt 1 It seems to be trying to select the background position property of draggable and not finding it Manually adding a background position 0 0 didn t fix it Any ideas on how to get around this problem I tried using the MS Script Debugger but that is nearly useless Can t inspect variables or anything else,javascript
is there any function of datetime return dayofweekindex such as int Todaywhat_is_Index DateTime Now IndexOfDayofThisWeek if Today is friday it must be return 5 ifToday is Saturday it must be return 6 ifToday is Sunday it must be return 0,csharp
A friend is just starting to learn Java using IntelliJ He asks how can he set up some template so creating a new project will contain a default main class Currently when he creates a new project it has no source files and he has to add a Run Debug application configuration manually and then select the main class,java
I want to be able to show in a propertygrid a dropdownlist that show some string value but return an int value For example let set I got this class public class MyObjectOptions StringConverter public override bool GetStandardValuesSupported ITypeDescriptorContext context return true public override StandardValuesCollection GetStandardValues ITypeDescriptorContext context MyObjectCollection mm new MyObjectCollection List lt String gt names new List lt String gt foreach MyObject m in mm m Id Need to store this somewhere names Add m Name return new StandardValuesCollection name public override bool GetStandardValuesExclusive ITypeDescriptorContext context return true Here is my class use in the propertygrid control public class MyObjectProperty TypeConverter typeof MyObjectOptions public int Id get return this id set this id value Like you can see I want to store the id of the object but I want to show it s name in the dropdownlist I try use a hashtable but it s doesn t work BTW I use the version 3 5 of Net but I only use WinForm not WPF,csharp
I have heard it many times that garbage collection in PyS60 is not up to to the mark This imposes a lot of limits on writing cleaner code Can I at least rely that the non cyclic references are cleaned up after a function exists,python
This is a follow up question to Is there a basic Java Set implementation that does not permit nulls thank you to all of those who helped with the answer It seems that the way to do this since Sun didn t provide something simple like this OOTB is with a wrapper proxy This seems nearly straight forward What I am wondering is what are the pros cons of the following two approaches of adding a collection or is there another better approach Approach 1 public boolean addAll Collection lt extends E gt c if null c throw new NullPointerException c cannot be null This seems like a terrible abuse of exceptions when all I want to do is check the set for a null However simply running through each element of the Collection may provide much worse performance for large collections And according to the Collection API the contains method may throw NullPointerExceptions if the collection implementation does not allow null elements boolean collectionContainsNull false try collectionContainsNull c contains null catch NullPointerException safeToIgnore Safe to ignore since we do not want nulls if collectionContainsNull throw new NullPointerException c cannot contain null elements this wrapperSet addAll c Approach 2 public boolean addAll Collection lt extends E gt c if null c throw new NullPointerException c cannot be null E a E c toArray We have to iterate through the entire collection to check for a null This won t take advantage of any optimizations that c contains may be using We don t call add e here because if we hit a null midway through we would violate the condition that the set remains unchanged on error for E e a if null e throw new NullPointerException c cannot contain nulls this wrapperSet addAll a Thanks in advance,java
I am refactoring a page that uses lt body onload myJS gt to a user control I understand I can do it using server side script registration on load If I want to do it on the client side ascx how would I do this,javascript
I have a datagridview that is linked to a three columns in the database and it s only displaying them no editing When I run the program in debug and exit when I return to the form in Visual Studio it has my three columns plus all the columns in the table it s linked to If I don t remove these the next time I run the program they show up on the form If I remove them I have to do it every time I run the program Any ideas on how to fix this,csharp
I m trying to launch Cygwin version of ruby exe from a NET application but I m stuck c gt c cygwin bin ruby exe c test ruby rb usr bin ruby no such file to load ubygems LoadError As you see Ruby can t locate libraries because it s looking some Linux style paths Obviously when I run ruby exe from NET since it can t find libraries it fails like above If I don t load any library it works fine c gt c cygwin bin ruby exe v ruby 1 8 7 2008 08 11 patchlevel 72 i386 cygwin Originally cygwin starts with this cygwin bat chdir C cygwin bin bash login i How can I make NET to first go into cygwin enviroment and then execute ruby in that enviroment I can t use Windows Ruby I need to cygwin ruby I m aware of potential usage of interactively driving bash but that sounds dirty unless there is nice way of doing it,csharp
I have a net 2 0 C application in Visual Studio 2005 for which I d like to automatically generate the correct version build number which should contain a number that allows me to guess the build date of the application I tried to use the AssemblyInfo Task tool from Microsoft but by default this tool doesn t work For today it would generate a build number 090227 which exceeds the maximum of 65535 and thus geneartes an error I could also live with a build number which contains the year and the day in the year like 09001 for January 1 2009 Do you know any solution for this problem Do I have to update the source code for this AssemblyInfo Task or would this be possible to achieve in VS2008 or so Thanks for your help,csharp
I ve read that in PHP non persistent open links are automatically closed at the end of the script s execution So what s up with asp net,csharp
I am building a page that may receive LARGE amounts of html from an ajax call which it than insert into the page Sometimes instead of the html i am expecting i will get an http 401 error Ideally i want to have the error handler fire first so i can set an error flag display a message and NOT insert the html that comes in The problem i am having is that the error handler fires LAST and so i have already inserted the html which contains unexected script tags and it makes everything blow up also i noticed that ajaxError fires after the complete handler which blows,jquery
Let s say I ve got a DOM element how can I tell whether it matches a jQuery selector such as p or myclass It s easy to use the selector to match children of the element but I want a true false answer to whether this particular element match The element may not have an ID and I can t assign it a random one for reasons beyond this so I can t apply my selector to the element s parent and look for children with the same ID as mine Will this work as intended I can t figure out Javascript object comparisons selector myElement parentNode each if this myElement Found it Seems like there would be an easy way to see whether a DOM element matches a jQuery selector,javascript
Let s say I ve got a DOM element how can I tell whether it matches a jQuery selector such as p or myclass It s easy to use the selector to match children of the element but I want a true false answer to whether this particular element match The element may not have an ID and I can t assign it a random one for reasons beyond this so I can t apply my selector to the element s parent and look for children with the same ID as mine Will this work as intended I can t figure out Javascript object comparisons selector myElement parentNode each if this myElement Found it Seems like there would be an easy way to see whether a DOM element matches a jQuery selector,javascript
I am new to Python I am writing an application using wxPython and I currently my code that generates a toolbar looks like this class Window wx Frame def __init__ self parent plot wx Frame __init__ self parent wx ID_ANY Name size 900 600 self Centre self toolbar self CreateToolBar style wx TB_HORZ_LAYOUT wx TB_TEXT self toolbar SetToolBitmapSize 32 32 self toolbar AddLabelTool 3 wx Bitmap GUI icons fileopen png self toolbar AddLabelTool 3 wx Bitmap GUI icons filesave png self toolbar AddSeparator self toolbar Realize I am trying to clean up the code a bit and I want the toolbar to have its own class so when I want to create a toolbar I simply call it something like this toolbar Toolbar My question is how can I rewrite it so it works like that Currently my code looks like this class Toolbar def __init__ self self toolbar self CreateToolBar style wx TB_HORZ_LAYOUT wx TB_TEXT self toolbar SetToolBitmapSize 32 32 self toolbar AddLabelTool 3 wx Bitmap GUI icons fileopen png self toolbar AddLabelTool 3 wx Bitmap GUI icons filesave png self toolbar AddSeparator self toolbar Realize I am not quite sure how self works Do I need to rewrite the init function How do I fix it Any help is greatly appreciated Thanks,python
I feel like a total n00b for not understanding what I m doing wrong but here goes I m writing a simple web form that s storing information in a MySQL database I m getting this error mysqli_stmt_init expects parameter 1 to be mysqli null given in myfile php Here s my code server localhost username myusername password mypassword db mydb link mysqli_connect server username password db stmt mysqli_stmt_init link This line throws the error Any ideas Thanks in advance,php
I prefer a lib solely based on pthreads What is a good c lib to for threading,cpp
Can t find how it is called nor how to pop it up My CF application is talking over the web with a web service Want to show my user some busy activity dialog Any suggestions how to show the default one from WinMo,csharp
I m reading a file in via apache commons FtpClient This works fine 99 9 of the time but sometimes it just dies in the read method InputStream inStream ftp retrieveFileStream path file getName String fileAsString if inStream null return while c inStream read 1 this is where the code sometimes just hangs fileAsString Character valueOf char c My question is what is the most reliable way to protect against this locking up the system indefinitely Should I be setting a timer in a separate thread Or is there a simpler way to do it,java
I am trying to write an application on Windows Mobile but I am experiencing a problem I want to draw a picture of arrows on the button but I do not know how to do this How can I accomplish this,csharp
How to determine what DLL s a binary depends on using programmatic methods To be clear I am not trying to determine the DLL dependencies of the running exec but of any arbitrary exec that may be missing a required DLL I m looking for a solution to implement in a C C application This is something that needs to be done by my application at runtime and can t be done by a third party app like depends,cpp
I m using VS 2005 to create a Windows Mobile program in C I need to display data in a grid The only grid control I could find for Windows Mobile is DataGrid so I placed one on my form I now need to change the width of some columns and the font amp color of some cells How do I do this Also is there is a better control to use for Windows Mobile thanks John,csharp
We want to integrate a prepost rutine in our webserver tomcat A filter that will capture the post before sent to the user and add a line of code in the html before sent to the user We are looking for tutorial or any help on this,java
I was playing with a project of mine today and found an interesting little snippet given the following pattern you can safely cleanup a thread even if it s forced to close early My project is a network server where it spawns a new thread for each client I ve found this useful for early termination from the remote side but also from the local side I can just call Abort from inside my processing code Are there any problems you can see with this or any suggestions you d make to anyone looking at a similar approach Test case follows using System using System Threading class Program static Thread t1 new Thread thread1 static Thread t2 new Thread thread2 public static void Main string args t1 Start t2 Start t1 Join public static void thread1 try Do our work here for this test just look busy while true Thread Sleep 100 finally Console WriteLine We re exiting thread1 cleanly n Do any cleanup that might be needed here public static void thread2 Thread Sleep 500 t1 Abort For reference without the try finally block the thread just dies as one would expect,csharp
Using the tiny Diggit Blog feature of StackOverflow described here I would like to post the following Google tech talk video I have just saw and that I found quite interesting I have always had problems understanding javascript nature Here the JavaScript good parts are described by Douglas Crockford I hope you find this link useful Now the question part What are your complaints about javascript Do you use an IDE for javascript editting Do you think this video helps to understand the good parts,javascript
What are the differences between multidimensional arrays double and array of arrays double in C If there is a difference what is the best use for each one,csharp
I am using a C Webservice to log a user out I am using the formsauthentication signout for the same I am passing this webservice call through JQuery How to I get the user to redirect to login page I tried the window location login aspx it works but if i type in another page in the secure area it opens up again Thanks,csharp
Just a quick and no doubt easy question I m pretty new to PHP and am looking through some existing code I have tried to find the answer to my question on google but to no avail Can somebody please let me know what the amp sign before the parameter var does function setdefault amp var default if isset var var default,php
